A-01-01,We have a malfunction.,'indana 'uTla faneeya,عندنا عطلة فنية,"military, air crew"
A-01-01,We have a malfunction.,'indana 'uTla faneeya,عندنا عطلة فنية,"military, air crew"
A-01-02,We have a problem.,'indana mushkila,عندنا مشكلة,"military, air crew"
A-01-02,We have a problem.,'indana mushkila,عندنا مشكلة,"military, air crew"
A-01-03,We have an in-flight emergency.,'indana Haalat Taari fee iHda aT-Teyraan ad- daaKhileeya,عندنا حالة طارىء فى إحدى الطيران الداخلية,"military, air crew"
A-01-03,We have an in-flight emergency.,'indana Haalat Taari fee iHda aT-Teyraan ad- daaKhileeya,عندنا حالة طارىء فى إحدى الطيران الداخلية,"military, air crew"
A-01-04,Go around.,amshee Hawl,امشى حول,"military, air crew"
A-01-04,Go around.,amshee Hawl,امشى حول,"military, air crew"
A-01-05,Do not land.,laa tah-buT / maa tinzil,لا تهبط / ما تنزل,"military, air crew"
A-01-05,Do not land.,laa tah-buT / maa tinzil,لا تهبط / ما تنزل,"military, air crew"
A-01-06,Unsafe (Danger),KhaTar,خطر,"military, air crew"
A-01-06,Unsafe (Danger),KhaTar,خطر,"military, air crew"
A-01-07,Stop taxi!,wagif at-taaksee!,وقف التاكسى!,"military, air crew"
A-01-07,Stop taxi!,wagif at-taaksee!,وقف التاكسى!,"military, air crew"
A-01-08,Cancel clearance.,alghee al-izin / at-taSdeeq,الغى الاذن / التضديق,"military, air crew"
A-01-08,Cancel clearance.,alghee al-izin / at-taSdeeq,الغى الاذن / التضديق,"military, air crew"
A-01-09,Engine fire!,maakina al-iHtiraaq!,ماكنة الاحترق!,"military, air crew"
A-01-09,Engine fire!,maakina al-iHtiraaq!,ماكنة الاحترق!,"military, air crew"
A-01-10,Aircraft fire!,Taa-ira maTaafi!,طائرة مطافى!,"military, air crew"
A-01-10,Aircraft fire!,Taa-ira maTaafi!,طائرة مطافى!,"military, air crew"
A-01-11,Reserve airfield,maTaar muKhaSaSa liT- Teyraan,مطار مخصصة للطيران,"military, air crew"
A-01-11,Reserve airfield,maTaar muKhaSaSa liT- Teyraan,مطار مخصصة للطيران,"military, air crew"
A-01-12,Landing gear problem,mushkila fee tirs al- hibooT,مشكلة فى ترس الهبوط,"military, air crew"
A-01-12,Landing gear problem,mushkila fee tirs al- hibooT,مشكلة فى ترس الهبوط,"military, air crew"
A-02-01,Contact (control tower).,ataSil bi (burj al- muraagaba),اتصل ب (برج المراقبة),"military, air crew"
A-02-01,Contact (control tower).,ataSil bi (burj al- muraagaba),اتصل ب (برج المراقبة),"military, air crew"
A-02-02,Frequency ___ Point ___,al-moja / az-zabzaba __ nuqTa ___,الموجة / الزبزبة ــــــ نقطة ــــــ,"military, air crew"
A-02-02,Frequency ___ Point ___,al-moja / az-zabzaba __ nuqTa ___,الموجة / الزبزبة ــــــ نقطة ــــــ,"military, air crew"
A-02-03,Switch to frequency (four).,Hawil lee-moja / zabzaba (arba’),حول لموجة / لزبزبة (اربعة),"military, air crew"
A-02-03,Switch to frequency (four).,Hawil lee-moja / zabzaba (arba’),حول لموجة / لزبزبة (اربعة),"military, air crew"
A-02-04,Permit me to enter your control zone.,azin / ismaH-lee bee- duKhool fee minTaqa sayTaratak,اذن / اسمح لى بدخول في منطقة سيطرتك,"military, air crew"
A-02-04,Permit me to enter your control zone.,azin / ismaH-lee bee- duKhool fee minTaqa sayTaratak,اذن / اسمح لى بدخول في منطقة سيطرتك,"military, air crew"
A-02-05,Altitude,irtifaa',ارتفاع,"military, air crew"
A-02-05,Altitude,irtifaa',ارتفاع,"military, air crew"
A-02-06,Flight level,mustawa aT-Teyraan,مستوى الطيران,"military, air crew"
A-02-06,Flight level,mustawa aT-Teyraan,مستوى الطيران,"military, air crew"
A-02-07,Distance,masaafa,مسافة,"military, air crew"
A-02-07,Distance,masaafa,مسافة,"military, air crew"
A-02-08,A beam of ___,shu'aa' ___,شعاع ــــــ,"military, air crew"
A-02-08,A beam of ___,shu'aa' ___,شعاع ــــــ,"military, air crew"
A-02-09,I passed over (the mountains).,ana mararta min foq (al-jibaal),انا مررت من فوق (الجبال),"military, air crew"
